id,name,id_opp,name_opp,event_id,event_name,elo,elo_opp,height_diff,reach_diff,ss_min_diff,str_acc_diff,str_a_min_diff,str_def_diff,td_avg_diff,td_acc_diff,td_def_diff,sub_avg_diff,wins_diff,losses_diff,momentum_diff,wl_diff_diff,outcome
72c4b253d2f5ebf2,Roman Salazar,7c7332319c14094c,Marlon Vera,b71667c778b6d9e5,UFC Fight Night: Teixeira vs Saint Preux,750.0237384,734,-1,-3,-1.28,-5,-1.04,5,0.99,-19,-18,-1.3,-6,-2,-3,-4,L
cd01f0b768a32475,Jonathan Wilson,dfae5da5676e4194,Chris Dempsey,b71667c778b6d9e5,UFC Fight Night: Teixeira vs Saint Preux,750,750.7904396,4,3,0.67,16,2.83,-9,-2.27,77,64,0,0,0,-1,0,W
dfae5da5676e4194,Chris Dempsey,cd01f0b768a32475,Jonathan Wilson,b71667c778b6d9e5,UFC Fight Night: Teixeira vs Saint Preux,750.7904396,750,-4,-3,-0.67,-16,-2.83,9,2.27,-77,-64,0,0,0,1,0,L
9ba2226646046b63,Frankie Saenz,2525a853486ee670,Sirwan Kakai,b71667c778b6d9e5,UFC Fight Night: Teixeira vs Saint Preux,784.4902244,764.5382369,1,0,0.42,6,-1.54,-8,-2.2,-10,-21,0.1,4,2,3,2,W
2525a853486ee670,Sirwan Kakai,9ba2226646046b63,Frankie Saenz,b71667c778b6d9e5,UFC Fight Night: Teixeira vs Saint Preux,764.5382369,784.4902244,-1,0,-0.42,-6,1.54,8,2.2,10,21,-0.1,-4,-2,-3,-2,L
f53c1f4ceeed8c08,Dustin Ortiz,6ded9184b2284645,Willie Gates,b71667c778b6d9e5,UFC Fight Night: Teixeira vs Saint Preux,767.8782283,750.9314472,-3,-5,1.11,5,-2.04,18,3.01,35,-13,-0.3,9,2,5,7,W
6ded9184b2284645,Willie Gates,f53c1f4ceeed8c08,Dustin Ortiz,b71667c778b6d9e5,UFC Fight Night: Teixeira vs Saint Preux,750.9314472,767.8782283,3,5,-1.11,-5,2.04,-18,-3.01,-35,13,0.3,-9,-2,-5,-7,L
6c2030e0a143a94b,Chris Camozzi,6809c31286b08d97,Tom Watson,b71667c778b6d9e5,UFC Fight Night: Teixeira vs Saint Preux,726.2455288,723.4857412,1,3,-0.44,0,-1.45,6,0.12,12,14,0.5,7,5,-1,2,W
6809c31286b08d97,Tom Watson,6c2030e0a143a94b,Chris Camozzi,b71667c778b6d9e5,UFC Fight Night: Teixeira vs Saint Preux,723.4857412,726.2455288,-1,-3,0.44,0,1.45,-6,-0.12,-12,-14,-0.5,-7,-5,1,-2,L
65578a75fa7900e3,Uriah Hall,04b39f4e8eb59d7c,Oluwale Bamgbose,b71667c778b6d9e5,UFC Fight Night: Teixeira vs Saint Preux,754.3569966,750,1,1,0.99,4,0.91,-3,-0.01,5,34,0.3,5,3,4,2,W
04b39f4e8eb59d7c,Oluwale Bamgbose,65578a75fa7900e3,Uriah Hall,b71667c778b6d9e5,UFC Fight Night: Teixeira vs Saint Preux,750,754.3569966,-1,-1,-0.99,-4,-0.91,3,0.01,-5,-34,-0.3,-5,-3,-4,-2,L
a4de54ea806fb525,Ray Borg,c169545ab0825f44,Geane Herrera,b71667c778b6d9e5,UFC Fight Night: Teixeira vs Saint Preux,767.4507616,750,-1,-3,-0.2,17,-3.15,-5,2.08,7,1,0.8,4,0,1,4,W
c169545ab0825f44,Geane Herrera,a4de54ea806fb525,Ray Borg,b71667c778b6d9e5,UFC Fight Night: Teixeira vs Saint Preux,750,767.4507616,1,3,0.2,-17,3.15,5,-2.08,-7,-1,-0.8,-4,0,-1,-4,L
80fa8218c99f9c58,Amanda Nunes,7be74a12d7352df2,Sara McMann,b71667c778b6d9e5,UFC Fight Night: Teixeira vs Saint Preux,779.2540282,750.0028518,2,3,2.18,7,0.82,9,-2.85,-24,13,0.1,1,-3,3,4,W
7be74a12d7352df2,Sara McMann,80fa8218c99f9c58,Amanda Nunes,b71667c778b6d9e5,UFC Fight Night: Teixeira vs Saint Preux,750.0028518,779.2540282,-2,-3,-2.18,-7,-0.82,-9,2.85,24,-13,-0.1,-1,3,-3,-4,L
91ea901c458e95dd,Jared Rosholt,cc900af167fbedfd,Tim Johnson,b71667c778b6d9e5,UFC Fight Night: Teixeira vs Saint Preux,794.4354323,766,-1,-2,-1.35,1,-1.56,15,0.74,17,-3,0.1,2,-1,-2,3,W
cc900af167fbedfd,Tim Johnson,91ea901c458e95dd,Jared Rosholt,b71667c778b6d9e5,UFC Fight Night: Teixeira vs Saint Preux,766,794.4354323,1,2,1.35,-1,1.56,-15,-0.74,-17,3,-0.1,-2,1,2,-3,L
b1a3e0aca758b322,Derek Brunson,d156513a19acf856,Sam Alvey,b71667c778b6d9e5,UFC Fight Night: Teixeira vs Saint Preux,797.7971571,784.7644923,-1,2,-0.17,-1,-0.7,-5,2.64,3,16,0.5,2,0,-1,2,W
d156513a19acf856,Sam Alvey,b1a3e0aca758b322,Derek Brunson,b71667c778b6d9e5,UFC Fight Night: Teixeira vs Saint Preux,784.7644923,797.7971571,1,-2,0.17,1,0.7,5,-2.64,-3,-16,-0.5,-2,0,1,-2,L
08af939f41b5a57b,Beneil Dariush,511e82663651438d,Michael Johnson,b71667c778b6d9e5,UFC Fight Night: Teixeira vs Saint Preux,816.9774876,813.1286055,0,-1,-0.39,10,-1.32,3,0.88,-15,3,0.7,-2,-5,-1,3,W
511e82663651438d,Michael Johnson,08af939f41b5a57b,Beneil Dariush,b71667c778b6d9e5,UFC Fight Night: Teixeira vs Saint Preux,813.1286055,816.9774876,0,1,0.39,-10,1.32,-3,-0.88,15,-3,-0.7,2,5,1,-3,L
7ff97850e8c32bda,Glover Teixeira,50db8711c70196cd,Ovince Saint Preux,b71667c778b6d9e5,UFC Fight Night: Teixeira vs Saint Preux,805.4390525,825.3171711,-1,-4,0.82,-4,0.79,12,0.98,6,-6,0.2,-4,-2,2,-2,W
50db8711c70196cd,Ovince Saint Preux,7ff97850e8c32bda,Glover Teixeira,b71667c778b6d9e5,UFC Fight Night: Teixeira vs Saint Preux,825.3171711,805.4390525,1,4,-0.82,4,-0.79,-12,-0.98,-6,6,-0.2,4,2,-2,2,L
67f272324a030d00,Misha Cirkunov,eeabcd4dc6619129,Daniel Jolly,2ce6541127b0e232,UFC Fight Night: Holloway vs Oliveira,750,750,2,2,3.18,6,-0.88,21,1.7,25,21,2.3,5,0,3,5,W
eeabcd4dc6619129,Daniel Jolly,67f272324a030d00,Misha Cirkunov,2ce6541127b0e232,UFC Fight Night: Holloway vs Oliveira,750,750,-2,-2,-3.18,-6,0.88,-21,-1.7,-25,-21,-2.3,-5,0,-3,-5,L
784285b7ae7dd85f,Shane Campbell,52ba464d9068d871,Elias Silverio,2ce6541127b0e232,UFC Fight Night: Holloway vs Oliveira,735.2570292,780.0522117,1,-2,0.32,10,0.22,4,-0.26,-10,-3,-0.2,-2,2,-1,-4,W
52ba464d9068d871,Elias Silverio,784285b7ae7dd85f,Shane Campbell,2ce6541127b0e232,UFC Fight Night: Holloway vs Oliveira,780.0522117,735.2570292,-1,2,-0.32,-10,-0.22,-4,0.26,10,3,0.2,2,-2,1,4,L
56c9acc4e86046a2,Chris Kelades,55f446032177b119,Chris Beal,2ce6541127b0e232,UFC Fight Night: Holloway vs Oliveira,749.9989313,763.8723992,0,-1,-1.05,8,-0.54,-13,-0.56,-40,-25,0.1,0,-1,2,1,W
55f446032177b119,Chris Beal,56c9acc4e86046a2,Chris Kelades,2ce6541127b0e232,UFC Fight Night: Holloway vs Oliveira,763.8723992,749.9989313,0,1,1.05,-8,0.54,13,0.56,40,25,-0.1,0,1,-2,-1,L
1091d4d957141094,Nikita Krylov,ab943cd2c3c17825,Marcos Rogerio de Lima,2ce6541127b0e232,UFC Fight Night: Holloway vs Oliveira,765.9539272,780.5690612,2,2,2.02,7,-0.37,-8,-0.28,-32,0,1,1,0,-3,1,W
ab943cd2c3c17825,Marcos Rogerio de Lima,1091d4d957141094,Nikita Krylov,2ce6541127b0e232,UFC Fight Night: Holloway vs Oliveira,780.5690612,765.9539272,-2,-2,-2.02,-7,0.37,8,0.28,32,0,-1,-1,0,3,-1,L
71002dbc1743b9a7,Felipe Arantes,b4eeac608fc82f88,Yves Jabouin,2ce6541127b0e232,UFC Fight Night: Holloway vs Oliveira,761.792008,761.2599502,1,5,-0.69,4,-0.27,2,-1.01,-13,-41,0.6,-1,-1,-1,0,W
b4eeac608fc82f88,Yves Jabouin,71002dbc1743b9a7,Felipe Arantes,2ce6541127b0e232,UFC Fight Night: Holloway vs Oliveira,761.2599502,761.792008,-1,-5,0.69,-4,0.27,-2,1.01,13,41,-0.6,1,1,1,0,L
96c336b463e0662c,Frankie Perez,501b07aec9b8fc2d,Sam Stout,2ce6541127b0e232,UFC Fight Night: Holloway vs Oliveira,734.7025972,742.8587653,2,3,-2.53,13,-1.91,-3,1.12,3,-27,0.2,-8,-8,1,0,W
501b07aec9b8fc2d,Sam Stout,96c336b463e0662c,Frankie Perez,2ce6541127b0e232,UFC Fight Night: Holloway vs Oliveira,742.8587653,734.7025972,-2,-3,2.53,-13,1.91,3,-1.12,-3,27,-0.2,8,8,-1,0,L
46a2f24feb258ae0,Valerie Letourneau,b4192a975027aab6,Maryna Moroz,2ce6541127b0e232,UFC Fight Night: Holloway vs Oliveira,780.5304985,766.7363068,0,1,1.36,13,1.61,3,0.57,25,19,-0.3,0,0,-1,0,W
b4192a975027aab6,Maryna Moroz,46a2f24feb258ae0,Valerie Letourneau,2ce6541127b0e232,UFC Fight Night: Holloway vs Oliveira,766.7363068,780.5304985,0,-1,-1.36,-13,-1.61,-3,-0.57,-25,-19,0.3,0,0,1,0,L
55ee431411ccf07a,Olivier Aubin-Mercier,57bad6a84230f0c9,Tony Sims,2ce6541127b0e232,UFC Fight Night: Holloway vs Oliveira,765.9660989,766,-2,0,0.77,-10,1.92,-8,2.26,-15,18,0,6,1,3,5,W
57bad6a84230f0c9,Tony Sims,55ee431411ccf07a,Olivier Aubin-Mercier,2ce6541127b0e232,UFC Fight Night: Holloway vs Oliveira,766,765.9660989,2,0,-0.77,10,-1.92,8,-2.26,15,-18,0,-6,-1,-3,-5,L
a8283a4f415e1eb9,Francisco Trinaldo,c03a5022f8439f2a,Chad Laprise,2ce6541127b0e232,UFC Fight Night: Holloway vs Oliveira,808.7091811,796.6273559,-1,-1,-1.5,3,-1.13,-4,0.1,-9,-15,0.5,7,2,0,5,W
c03a5022f8439f2a,Chad Laprise,a8283a4f415e1eb9,Francisco Trinaldo,2ce6541127b0e232,UFC Fight Night: Holloway vs Oliveira,796.6273559,808.7091811,1,1,1.5,-3,1.13,4,-0.1,9,15,-0.5,-7,-2,0,-5,L
9fa3bd637edd9aa2,Patrick Cote,6da99156486ed6c2,Joshua Burkman,2ce6541127b0e232,UFC Fight Night: Holloway vs Oliveira,761.5408438,718.9359127,1,-1,0.12,5,0.08,-3,-1.85,-16,-29,-0.1,7,-1,3,8,W
6da99156486ed6c2,Joshua Burkman,9fa3bd637edd9aa2,Patrick Cote,2ce6541127b0e232,UFC Fight Night: Holloway vs Oliveira,718.9359127,761.5408438,-1,1,-0.12,-5,-0.08,3,1.85,16,29,0.1,-7,1,-3,-8,L
84b3e7d38f2d2ec5,Neil Magny,5866fc86183a9fb8,Erick Silva,2ce6541127b0e232,UFC Fight Night: Holloway vs Oliveira,825.5499224,791.381741,3,6,1.36,-2,-1.96,7,1.77,11,4,-1.1,7,-2,1,9,W
5866fc86183a9fb8,Erick Silva,84b3e7d38f2d2ec5,Neil Magny,2ce6541127b0e232,UFC Fight Night: Holloway vs Oliveira,791.381741,825.5499224,-3,-6,-1.36,2,1.96,-7,-1.77,-11,-4,1.1,-7,2,-1,-9,L
150ff4cc642270b9,Max Holloway,07225ba28ae309b6,Charles Oliveira,2ce6541127b0e232,UFC Fight Night: Holloway vs Oliveira,842.4331751,810.2480185,1,-5,3.16,-6,0.9,11,-2.59,39,23,-2.3,3,-5,0,8,W
07225ba28ae309b6,Charles Oliveira,150ff4cc642270b9,Max Holloway,2ce6541127b0e232,UFC Fight Night: Holloway vs Oliveira,810.2480185,842.4331751,-1,5,-3.16,6,-0.9,-11,2.59,-39,-23,2.3,-3,5,0,-8,L
ae7fe94f117f98cf,Joaquim Silva,d38e8c6ae2dfc051,Nazareno Malegarie,82f5c81f4e3c3eb5,UFC 191: Johnson vs Dodson 2,750,750,0,-1,-0.8,-1,-0.07,-5,-1,-33,65,0.3,3,0,2,3,W
d38e8c6ae2dfc051,Nazareno Malegarie,ae7fe94f117f98cf,Joaquim Silva,82f5c81f4e3c3eb5,UFC 191: Johnson vs Dodson 2,750,750,0,1,0.8,1,0.07,5,1,33,-65,-0.3,-3,0,-2,-3,L
d512d9f204059f57,Joe Riggs,6dd758d34da8d254,Ron Stallings,82f5c81f4e3c3eb5,UFC 191: Johnson vs Dodson 2,727.1382631,750.2043357,-2,-5,-0.81,-9,-1.57,6,2.45,55,-9,0.6,8,7,0,1,W
6dd758d34da8d254,Ron Stallings,d512d9f204059f57,Joe Riggs,82f5c81f4e3c3eb5,UFC 191: Johnson vs Dodson 2,750.2043357,727.1382631,2,5,0.81,9,1.57,-6,-2.45,-55,9,-0.6,-8,-7,0,-1,L
8ce87f7e3a9baed2,Tiago Trator,cc900c6a71ed23f3,Clay Collard,82f5c81f4e3c3eb5,UFC 191: Johnson vs Dodson 2,749.3609712,736.708339,-2,-3,-0.53,3,-0.77,9,-2.18,-28,-38,-0.2,1,-1,1,2,W
cc900c6a71ed23f3,Clay Collard,8ce87f7e3a9baed2,Tiago Trator,82f5c81f4e3c3eb5,UFC 191: Johnson vs Dodson 2,736.708339,749.3609712,2,3,0.53,-3,0.77,-9,2.18,28,38,0.2,-1,1,-1,-2,L
fc169c387b4b465d,Raquel Pennington,6a1901c62ab3870f,Jessica Andrade,82f5c81f4e3c3eb5,UFC 191: Johnson vs Dodson 2,748.564202,780.6526685,6,5,-3.16,-4,-1.73,11,-2.04,-30,-11,0.4,-4,0,-5,-4,W
6a1901c62ab3870f,Jessica Andrade,fc169c387b4b465d,Raquel Pennington,82f5c81f4e3c3eb5,UFC 191: Johnson vs Dodson 2,780.6526685,748.564202,-6,-5,3.16,4,1.73,-11,2.04,30,11,-0.4,4,0,5,4,L
c268b2cfebccf652,John Lineker,7ea4a9f07df33a45,Francisco Rivera,82f5c81f4e3c3eb5,UFC 191: Johnson vs Dodson 2,806.5047724,757.9419585,-5,-1,1.15,-1,0.79,-12,-0.49,-3,1,0,8,-4,5,12,W
7ea4a9f07df33a45,Francisco Rivera,c268b2cfebccf652,John Lineker,82f5c81f4e3c3eb5,UFC 191: Johnson vs Dodson 2,757.9419585,806.5047724,5,1,-1.15,1,-0.79,12,0.49,3,-1,0,-8,4,-5,-12,L
4f732e58ed907eff,Ross Pearson,e5010b1b94ca5755,Paul Felder,82f5c81f4e3c3eb5,UFC 191: Johnson vs Dodson 2,801.8024462,770.040083,-3,-1,0.15,-3,1.08,11,0.39,3,16,-0.4,5,8,-2,-3,W
e5010b1b94ca5755,Paul Felder,4f732e58ed907eff,Ross Pearson,82f5c81f4e3c3eb5,UFC 191: Johnson vs Dodson 2,770.040083,801.8024462,3,1,-0.15,3,-1.08,-11,-0.39,-3,-16,0.4,-5,-8,2,3,L
4d5197f331c47290,Paige VanZant,26b63bc5c0c1f65d,Alex Chambers,82f5c81f4e3c3eb5,UFC 191: Johnson vs Dodson 2,782,750,1,2,0.5,-3,-2.38,-7,-0.9,-7,-13,-0.3,3,-1,4,4,W
26b63bc5c0c1f65d,Alex Chambers,4d5197f331c47290,Paige VanZant,82f5c81f4e3c3eb5,UFC 191: Johnson vs Dodson 2,750,782,-1,-2,-0.5,3,2.38,7,0.9,7,13,0.3,-3,1,-4,-4,L
5e4eec08896c9423,Corey Anderson,99df7d0a2a08a8a8,Jan Blachowicz,82f5c81f4e3c3eb5,UFC 191: Johnson vs Dodson 2,763.8605716,751.580293,1,1,0.91,-3,-0.81,6,3.89,-2,20,-0.4,2,0,-3,2,W
99df7d0a2a08a8a8,Jan Blachowicz,5e4eec08896c9423,Corey Anderson,82f5c81f4e3c3eb5,UFC 191: Johnson vs Dodson 2,751.580293,763.8605716,-1,-1,-0.91,3,0.81,-6,-3.89,2,-20,0.4,-2,0,3,-2,L
365fee2da473b177,Anthony Johnson,1e1dbd1cc5a7469e,Jimi Manuwa,82f5c81f4e3c3eb5,UFC 191: Johnson vs Dodson 2,829.4432385,799.1685288,1,-1,-0.09,-6,-1.91,11,1.85,36,6,0.2,7,2,-2,5,W
1e1dbd1cc5a7469e,Jimi Manuwa,365fee2da473b177,Anthony Johnson,82f5c81f4e3c3eb5,UFC 191: Johnson vs Dodson 2,799.1685288,829.4432385,-1,1,0.09,6,1.91,-11,-1.85,-36,-6,-0.2,-7,-2,2,-5,L
3738e68d2261e60f,Andrei Arlovski,1ff9589f9065a9ed,Frank Mir,82f5c81f4e3c3eb5,UFC 191: Johnson vs Dodson 2,877.9787785,815.3579974,0,-2,0.95,-5,-1.22,19,-1.41,-3,25,-1.7,2,4,3,-2,W
1ff9589f9065a9ed,Frank Mir,3738e68d2261e60f,Andrei Arlovski,82f5c81f4e3c3eb5,UFC 191: Johnson vs Dodson 2,815.3579974,877.9787785,0,2,-0.95,5,1.22,-19,1.41,3,-25,1.7,-2,-4,-3,2,L
8a304bfd6bf04a57,Demetrious Johnson,99506df1af6c8b3b,John Dodson,82f5c81f4e3c3eb5,UFC 191: Johnson vs Dodson 2,894.1144966,825.205992,0,0,0.05,14,-1.75,4,2.64,26,-17,0.5,8,-2,0,10,W
99506df1af6c8b3b,John Dodson,8a304bfd6bf04a57,Demetrious Johnson,82f5c81f4e3c3eb5,UFC 191: Johnson vs Dodson 2,825.205992,894.1144966,0,0,-0.05,-14,1.75,-4,-2.64,-26,17,-0.5,-8,2,0,-10,L
4665f9f909cd7214,Shinsho Anzai,fe5ca7ef93c3f6a7,Roger Zapata,a4dd5c9a75763295,UFC Fight Night: Barnett vs Nelson,734,750,-4,-4,0.63,7,1.62,9,1.83,16,-6,-1.4,2,1,0,1,W
fe5ca7ef93c3f6a7,Roger Zapata,4665f9f909cd7214,Shinsho Anzai,a4dd5c9a75763295,UFC Fight Night: Barnett vs Nelson,750,734,4,4,-0.63,-7,-1.62,-9,-1.83,-16,6,1.4,-2,-1,0,-1,L
633a45d131192ffe,Kajan Johnson,bc8f6b42767e28df,Naoyuki Kotani,a4dd5c9a75763295,UFC Fight Night: Barnett vs Nelson,750.7011119,690.8358136,3,9,1.45,11,-1.3,14,0.71,21,16,-0.6,4,-3,4,7,W
bc8f6b42767e28df,Naoyuki Kotani,633a45d131192ffe,Kajan Johnson,a4dd5c9a75763295,UFC Fight Night: Barnett vs Nelson,690.8358136,750.7011119,-3,-9,-1.45,-11,1.3,-14,-0.71,-21,-16,0.6,-4,3,-4,-7,L
2816ced060a21be3,Nick Hein,3058888c33149a53,Yusuke Kasuya,a4dd5c9a75763295,UFC Fight Night: Barnett vs Nelson,766.029896,750,-1,-1,0.37,-11,-1.41,14,-0.56,0,83,0,4,1,0,3,W
3058888c33149a53,Yusuke Kasuya,2816ced060a21be3,Nick Hein,a4dd5c9a75763295,UFC Fight Night: Barnett vs Nelson,750,766.029896,1,1,-0.37,11,1.41,-14,0.56,0,-83,0,-4,-1,0,-3,L
65ddc8a9ac4e8531,Keita Nakamura,e64b96c07d7ce999,Li Jingliang,a4dd5c9a75763295,UFC Fight Night: Barnett vs Nelson,702.9364438,765.3283166,-1,2,-2.8,-6,-0.07,-2,0.86,22,0,0.4,-4,3,-3,-7,W
e64b96c07d7ce999,Li Jingliang,65ddc8a9ac4e8531,Keita Nakamura,a4dd5c9a75763295,UFC Fight Night: Barnett vs Nelson,765.3283166,702.9364438,1,-2,2.8,6,0.07,2,-0.86,-22,0,-0.4,4,-3,3,7,L
35faad160d346839,Mizuto Hirota,88cd34d836b4ebcd,Teruto Ishihara,a4dd5c9a75763295,UFC Fight Night: Barnett vs Nelson,719.280609,750,0,-2,0.45,-5,0.2,0,1.03,34,28,0,-2,2,0,-4,W
88cd34d836b4ebcd,Teruto Ishihara,35faad160d346839,Mizuto Hirota,a4dd5c9a75763295,UFC Fight Night: Barnett vs Nelson,750,719.280609,0,2,-0.45,5,-0.2,0,-1.03,-34,-28,0,2,-2,0,4,L
c2e3e67b5911bfb7,Diego Brandao,44470bfd9483c7ad,Katsunori Kikuno,a4dd5c9a75763295,UFC Fight Night: Barnett vs Nelson,781.4536095,751.4639425,-1,2,0.3,7,0.91,1,1.33,-7,4,-0.2,1,-1,1,2,W
44470bfd9483c7ad,Katsunori Kikuno,c2e3e67b5911bfb7,Diego Brandao,a4dd5c9a75763295,UFC Fight Night: Barnett vs Nelson,751.4639425,781.4536095,1,-2,-0.3,-7,-0.91,-1,-1.33,7,-4,0.2,-1,1,-1,-2,L
48e093ea1f43a053,Takeya Mizugaki,3c0437fbeda06962,George Roop,a4dd5c9a75763295,UFC Fight Night: Barnett vs Nelson,790.2872905,728.465514,-6,-4,-0.06,3,0.8,-3,0.41,0,11,0,4,0,0,4,W
3c0437fbeda06962,George Roop,48e093ea1f43a053,Takeya Mizugaki,a4dd5c9a75763295,UFC Fight Night: Barnett vs Nelson,728.465514,790.2872905,6,4,0.06,-3,-0.8,3,-0.41,0,-11,0,-4,0,0,-4,L
98aa60cf58071fd6,Kyoji Horiguchi,32be4b7f7de1c905,Chico Camus,a4dd5c9a75763295,UFC Fight Night: Barnett vs Nelson,792.6927267,762.371235,-1,0,1.02,4,-0.01,-2,1.23,4,-17,-0.4,4,-3,5,7,W
32be4b7f7de1c905,Chico Camus,98aa60cf58071fd6,Kyoji Horiguchi,a4dd5c9a75763295,UFC Fight Night: Barnett vs Nelson,762.371235,792.6927267,1,0,-1.02,-4,0.01,2,-1.23,-4,17,0.4,-4,3,-5,-7,L
65578a75fa7900e3,Uriah Hall,232c582f29f8f65e,Gegard Mousasi,a4dd5c9a75763295,UFC Fight Night: Barnett vs Nelson,770.15636,792.8168385,-2,3,-0.31,2,2.4,-16,-0.66,-22,12,-0.8,-23,2,-4,-25,W
232c582f29f8f65e,Gegard Mousasi,65578a75fa7900e3,Uriah Hall,a4dd5c9a75763295,UFC Fight Night: Barnett vs Nelson,792.8168385,770.15636,2,-3,0.31,-2,-2.4,16,0.66,22,-12,0.8,23,-2,4,25,L
ad3f53c454cbbead,Josh Barnett,3f7c14c7eca7195d,Roy Nelson,a4dd5c9a75763295,UFC Fight Night: Barnett vs Nelson,801.2155219,756.666194,3,6,1.02,14,-2.68,11,0.12,28,-10,1.3,12,-4,2,16,W
3f7c14c7eca7195d,Roy Nelson,ad3f53c454cbbead,Josh Barnett,a4dd5c9a75763295,UFC Fight Night: Barnett vs Nelson,756.666194,801.2155219,-3,-6,-1.02,-14,2.68,-11,-0.12,-28,10,-1.3,-12,4,-2,-16,L
d3df1add9d9a7efb,Derrick Lewis,202b0467521c9d6f,Viktor Pesta,119ebea97e914dcf,UFC 192: Cormier vs Gustafsson,764.296058,750.7363068,0,2,1.18,14,-0.24,-12,-2.8,-5,-47,0,11,0,2,11,W
202b0467521c9d6f,Viktor Pesta,d3df1add9d9a7efb,Derrick Lewis,119ebea97e914dcf,UFC 192: Cormier vs Gustafsson,750.7363068,764.296058,0,-2,-1.18,-14,0.24,12,2.8,5,47,0,-11,0,-2,-11,L
de75d1c45a39e221,Sergio Pettis,b2e3aca4cd363477,Chris Cariaso,119ebea97e914dcf,UFC 192: Cormier vs Gustafsson,762.0572808,773.6425838,3,6,0.25,-6,0.33,4,-0.2,0,11,-0.4,-3,-3,4,0,W
b2e3aca4cd363477,Chris Cariaso,de75d1c45a39e221,Sergio Pettis,119ebea97e914dcf,UFC 192: Cormier vs Gustafsson,773.6425838,762.0572808,-3,-6,-0.25,6,-0.33,-4,0.2,0,-11,0.4,3,3,-4,0,L
ed9d8ee3a4239b1c,Sage Northcutt,97a6bbe6e6566a94,Francisco Trevino,119ebea97e914dcf,UFC 192: Cormier vs Gustafsson,750,750.0321188,3,1,0.93,10,-0.46,-6,0.84,12,0,0.6,5,0,5,5,W
97a6bbe6e6566a94,Francisco Trevino,ed9d8ee3a4239b1c,Sage Northcutt,119ebea97e914dcf,UFC 192: Cormier vs Gustafsson,750.0321188,750,-3,-1,-0.93,-10,0.46,6,-0.84,-12,0,-0.6,-5,0,-5,-5,L
47b63240018d5d86,Rose Namajunas,f0feeb2192937424,Angela Hill,119ebea97e914dcf,UFC 192: Cormier vs Gustafsson,734,750,2,1,-2.07,-10,-1.67,-3,1.92,-1,-29,0.9,3,-3,4,6,W
f0feeb2192937424,Angela Hill,47b63240018d5d86,Rose Namajunas,119ebea97e914dcf,UFC 192: Cormier vs Gustafsson,750,734,-2,-1,2.07,10,1.67,3,-1.92,1,29,-0.9,-3,3,-4,-6,L
7dcf06c1967801c1,Adriano Martins,275aca31f61ba28c,Islam Makhachev,119ebea97e914dcf,UFC 192: Cormier vs Gustafsson,786.4571984,766,0,2,-0.44,-22,1.32,1,-3.5,-6,-19,-0.9,0,3,-3,-3,W
275aca31f61ba28c,Islam Makhachev,7dcf06c1967801c1,Adriano Martins,119ebea97e914dcf,UFC 192: Cormier vs Gustafsson,766,786.4571984,0,-2,0.44,22,-1.32,-1,3.5,6,19,0.9,0,-3,3,3,L
ff6a1f63c254127e,Albert Tumenov,cf65d56b0755ed3b,Alan Jouban,119ebea97e914dcf,UFC 192: Cormier vs Gustafsson,783.1821865,781.997411,-1,0,-1.65,-11,-0.14,-2,-0.32,-30,13,0,-2,-1,-3,-1,W
cf65d56b0755ed3b,Alan Jouban,ff6a1f63c254127e,Albert Tumenov,119ebea97e914dcf,UFC 192: Cormier vs Gustafsson,781.997411,783.1821865,1,0,1.65,11,0.14,2,0.32,30,-13,0,2,1,3,1,L
cbf5e6f231b55443,Yair Rodriguez,193b9d1858bc4df3,Dan Hooker,119ebea97e914dcf,UFC 192: Cormier vs Gustafsson,781.3844824,764.2188043,-1,-4,0.04,0,-1.27,2,0.48,-9,-8,0.5,0,-2,0,2,W
193b9d1858bc4df3,Dan Hooker,cbf5e6f231b55443,Yair Rodriguez,119ebea97e914dcf,UFC 192: Cormier vs Gustafsson,764.2188043,781.3844824,1,4,-0.04,0,1.27,-2,-0.48,9,8,-0.5,0,2,0,-2,L
3253b16d38ae087d,Julianna Pena,f72465a784c1b084,Jessica Eye,119ebea97e914dcf,UFC 192: Cormier vs Gustafsson,781.9660919,723.0647703,0,3,-0.47,16,-2.12,-15,2.2,-19,-38,0.4,1,-4,-2,5,W
f72465a784c1b084,Jessica Eye,3253b16d38ae087d,Julianna Pena,119ebea97e914dcf,UFC 192: Cormier vs Gustafsson,723.0647703,781.9660919,0,-3,0.47,-16,2.12,15,-2.2,19,38,-0.4,-1,4,2,-5,L
80eacd4da0617c57,Joseph Benavidez,3dd92ff9fb0412b3,Ali Bagautinov,119ebea97e914dcf,UFC 192: Cormier vs Gustafsson,848.8508975,785.1644177,0,0,0.59,-10,-0.59,12,-1.25,-9,1,0.4,15,2,2,13,W
3dd92ff9fb0412b3,Ali Bagautinov,80eacd4da0617c57,Joseph Benavidez,119ebea97e914dcf,UFC 192: Cormier vs Gustafsson,785.1644177,848.8508975,0,0,-0.59,10,0.59,-12,1.25,9,-1,-0.4,-15,-2,-2,-13,L
369e1ce458ef50a6,Ruslan Magomedov,ca2efc9d7d523c43,Shawn Jordan,119ebea97e914dcf,UFC 192: Cormier vs Gustafsson,781.2636932,800.9820606,3,3,1.15,-3,-1.83,19,-1.64,62,12,-0.1,-4,-5,4,1,W
